"SNo","InstituteType","InstituteName","Branch","Class","Gender","Category","MPDomicile","OpeningRank","ClosingRank"
1649,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","CSEITCS","","","SC","",1102040,1102040
1650,"Private","Mahakal Instute of Technology, Ujjain (2001)","CSE","","","EWS","",361805,1102185
1651,"Private","Bansal Institute of Science & Technology, Bhopal (2000)","CSE","","","SC","",387184,1102212
1652,"Private","Thakur Shiv Kumar Singh Memorial Engineering College, Burhanpur (2011)","CSE","","","OBC","",396568,1102688
1653,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","CSEIML","","","UR","",286704,1102712
1654,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","CSEIML","","","OBC","",463020,1102731
1655,"Private","Oriental College of Technology, Bhopal (2002)","CSEDS","","","OBC","",348761,1102891
1656,"Private","Technocrats Institute of Technology (Excellence), Bhopal (2007)","CSE","","","UR","",217177,1102988
1657,"Private","Astral Institute of Technology & Research, Indore (2006)","CSE","","","OBC","",77913,1103014
1658,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","AIML","","","UR","",399181,1103018
1659,"Private","Babulal Tarabai Institute of Research & Technology, Sagar (2008)","CSE","","","OBC","",220506,1103399
1660,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","CMPS","","","SC","",819121,1103535
1661,"Private","Jawaharlal Nehru College of Technology, Rewa (2007)","CSE","","","SC","",654918,1103589
1662,"Private","Chameli Devi Group of Institutions, Indore (2006)","IT","","","OBC","",697356,1103738
1663,"Private","Jawaharlal Institute of Technology, Borawan, Khargone (1997)","EC","","","OBC","",455847,1103999
1664,"Private","Sagar Institute of Research & Technology - Excellence, Bhopal (2008)","CSE","","","EWS","",561042,1104032
1665,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","CSEDS","","","SC","",659882,1104100
1666,"Private","Chameli Devi Group of Institutions, Indore (2006)","CSIT","","","OBC","",301868,1104154
1667,"Private","Rewa Institute of Technology, Rewa (2003)","CSE","","","UR","",125444,1104258
1668,"Private","Lakshmi Narain College of Technology, Indore (2004)","CSE","","","OBC","",101063,1104383
1669,"Private","Shri Ram Institute of Technology, Jabalpur (2001)","CSEIML","","","SC","",719885,1104408
1670,"Private","Gyan Ganga College of Technology, Jabalpur (2006)","AIAIDS","","","OBC","",731527,1104629
1671,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","MECH","","","ST","",1104635,1104635
1672,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","AIML","","","OBC","",353612,1104638
1673,"Private","Sagar Institute of Research & Technology - Excellence, Bhopal (2008)","CSE","","","SC","",898936,1104660
1674,"Private","Sushila Devi Bansal College of Engineering, Indore (2006)","CSEDS","","","EWS","",1104692,1104692
1675,"Private","Sagar Institute of Research & Technology - Excellence, Bhopal (2008)","CSE","","","OBC","",306535,1104705
1676,"Private","Shreejee Institute of Technology and Management, Khargone (2010)","CSE","","","UR","",1104803,1104803
1677,"Private","Mahakal Instute of Technology, Ujjain (2001)","MECH","","","OBC","",263428,1104861
1678,"Private","Oriental College of Technology, Bhopal (2002)","CSEDS","","","UR","",192280,1104959
1679,"Private","Indore Institute of Science & Technology, Indore (2003)","CE","","","UR","",427721,1105143
1680,"Private","Institute of Technology and Management, Gwalior (1997)","CSE","","","OBC","",254947,1105170
1681,"Private","Jawaharlal Institute of Technology, Borawan, Khargone (1997)","CSE","","","SC","",611313,1105172
1682,"Private","Shri Balaji Institute of Technology & Management, Betul (2009)","CSE","","","OBC","",356880,1105179
1683,"Private","Oriental College of Technology, Bhopal (2002)","CSEIML","","","UR","",521353,1105323
1684,"Private","Sagar Institute of Science Technology & Research, (SISTec-R), Bhopal (2009)","MECH","","","SC","",700172,1105467
1685,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","CE","","","UR","",188407,1105600
1686,"Private","Technocrats Institute of Technology, Bhopal (2000)","IT","","","OBC","",518827,1105843
1687,"Private","Technocrats Institute of Technology (Excellence), Bhopal (2007)","CSEIML","","","UR","",375359,1105874
1688,"Private","IPS College of Technology & Management, Gwalior (2007)","CSE","","","OBC","",466178,1106190
1689,"Private","Jawaharlal Institute of Technology, Borawan, Khargone (1997)","IT","","","EWS","",630963,1106582
1690,"Private","Mahakal Institute Technology & Management, Ujjain (2007)","CSE","","","UR","",152350,1106646
1691,"Private","Jai Narain College of Technology, Bhopal (2003)","CSE","","","OBC","",368300,1106777
1692,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CSEIOT","","","OBC","",364769,1106797
1693,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","CSE","","","OBC","",261377,1106806
1694,"Private","Jawaharlal Nehru College of Technology, Rewa (2007)","CSE","","","UR","",445153,1106824
1695,"Private","Technocrats Institute of Technology, Bhopal (2000)","CSEIML","","","UR","",187566,1106853
1696,"Private","Bansal Institute of Science & Technology, Bhopal (2000)","ELECT ELEX","","","SC","",510550,1106927
1697,"Private","Shri Ram Group of Institution (Faculty of Engineering, Pharmacy, MBA, MCA), Jabalpur (2009)","CSEAIADS","","","EWS","",537377,1107072
1698,"Private","Shri Ram Institute of Science & Technology, Jabalpur (2007)","CSEITCS","","","OBC","",469247,1107086
1699,"Private","Swami Vivekanand College of Engineering, Indore (2004)","CSE","","","OBC","",328057,1107270
1700,"Private","Infinity Management & Engineering College, Sagar (2008)","CSE","","","SC","",522036,1107706
1701,"Private","Technocrats Institute of Technology, Bhopal (2000)","CSEAIADS","","","EWS","",769796,1108212
1702,"Private","Shri Ram Institute of Technology, Jabalpur (2001)","CSE","","","UR","",60913,1108307
1703,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","CSIT","","","UR","",408900,1108573
1704,"Private","Shri Ram Institute of Technology, Jabalpur (2001)","CSEIML","","","UR","",617281,1108795
1705,"Private","Jawaharlal Institute of Technology, Borawan, Khargone (1997)","IT","","","OBC","",319863,1108840
1706,"Private","Technocrats Institute of Technology, Bhopal (2000)","CSEIML","","","OBC","",477723,1108962
1707,"Private","Prestige Institute of Engineering Management and Research, Indore (2008)","ARE","","","UR","",182978,1109200
1708,"Private","Bansal Institute of Science & Technology, Bhopal (2000)","IT","","","OBC","",339483,1109258
1709,"Private","TECHNOCRATS INSTITUTE OF TECHNOLOGY-COMPUTER SCIENCE AND ENGINEERING, BHOPAL","CSE","","","OBC","",735947,1109285
1710,"Private","Jawaharlal Institute of Technology, Borawan, Khargone (1997)","CSE","","","OBC","",363574,1109307
1711,"Private","Sagar Institute of Research & Technology - Excellence, Bhopal (2008)","CSE","","","UR","",204359,1109514
1712,"Private","Patel College of Science & Technology, Indore (2005)","CSE","","","UR","",944871,1109744
1713,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","MECH","","","OBC","",342144,1109802
1714,"Private","Shri Ram Institute of Science & Technology, Jabalpur (2007)","CSE","","","OBC","",400466,1109887
1715,"Private","Sushila Devi Bansal College of Technology, indore (2005)","CE","","","ST","",1109048,1110093
1716,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CSEITCS","","","OBC","",569532,1110194
1717,"Private","Indore Institute of Science & Technology, Indore (2003)","MECH","","","OBC","",259312,1110229
1718,"Private","Jai Narain College of Technology, Bhopal (2003)","CSE","","","UR","",225421,1110451
1719,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","CSEDS","","","UR","",408103,1110458
1720,"Private","Mahakal Institute Technology & Management, Ujjain (2007)","CSE","","","OBC","",311251,1110473
1721,"Private","Bansal Institute of Research & Technology, Bhopal (2007)","CSE","","","OBC","",229515,1110593
1722,"Private","Chameli Devi Group of Institutions, Indore (2006)","CSIT","","","UR","",444656,1110686
1723,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","CMPS","","","OBC","",206462,1110692
1724,"Private","Gyan Ganga College of Technology, Jabalpur (2006)","CSE","","","SC","",635481,1110708
1725,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","CSIT","","","OBC","",398361,1110713
1726,"Private","Technocrats Institute of Technology, Bhopal (2000)","CSEIML","","","EWS","",603277,1110721
1727,"Private","Mahakal Institute Technology & Management, Ujjain (2007)","CSE","","","SC","",710454,1110744
1728,"Private","Jawaharlal Nehru College of Technology, Rewa (2007)","CSE","","","OBC","",516377,1110874
1729,"Private","JAWAHARLAL INSTITUTE OF TECHNOLOGY, BORAWAN(M.C.A.)","CSEDS","","","ST","",564533,1110967
1730,"Private","Jawaharlal Institute of Technology, Borawan, Khargone (1997)","CSE","","","UR","",361468,1111126
1731,"Private","Truba Institute of Engineering & Information Technology, Bhopal (2001)","CSE","","","OBC","",421434,1111181
1732,"Private","Sri Aurobindo Institute of Technology, Indore (2009)","CSEIML","","","OBC","",795104,1111328
1733,"Private","Institute of Technology and Management, Gwalior (1997)","IT","","","UR","",321006,1111852
1734,"Private","Acropolis Institute of Technology & Research, Indore (2005)","CE","","","OBC","",563642,1111909
1735,"Private","Sushila Devi Bansal College of Technology, indore (2005)","CSE","","","UR","",360932,1112019
1736,"Private","Gyan Ganga College of Technology, Jabalpur (2006)","CSE","","","UR","",221731,1112132
1737,"Private","Thakur Shiv Kumar Singh Memorial Engineering College, Burhanpur (2011)","CSE","","","UR","",452447,1112325
1738,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","EE","","","OBC","",408136,1112445
1739,"Private","Vindhya Institute of Technology & Science, Satna (2002)","CSE","","","UR","",417198,1112586
1740,"Private","Gyan Ganga College of Technology, Jabalpur (2006)","CSE","","","OBC","",357870,1112650
1741,"Private","Bansal Institute of Science & Technology, Bhopal (2000)","CSE","","","OBC","",398825,1112886
1742,"Private","Patel College of Science & Technology, Indore (2005)","CSE","","","OBC","",147560,1112923
1743,"Private","Sushila Devi Bansal College of Technology, indore (2005)","IT","","","OBC","",404011,1113007
1744,"Private","Indore Institute of Science & Technology, Indore (2003)","CE","","","OBC","",858306,1113013
1745,"Private","Institute of Technology and Management, Gwalior (1997)","CSEIML","","","UR","",177498,1113046
1746,"Private","JAWAHARLAL INSTITUTE OF TECHNOLOGY, BORAWAN(M.C.A.)","CSEIML","","","UR","",119327,1113085
1747,"Private","Sushila Devi Bansal College of Technology, indore (2005)","CSE","","","OBC","",261128,1113182
1748,"Private","Jawaharlal Institute of Technology, Borawan, Khargone (1997)","CE","","","ST","",661638,1113287
1749,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","EC","","","UR","",518753,1113288
1750,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CSE","X","OP","UR","AI",23912,33171
1751,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","IT","X","OP","UR","AI",37563,40085
1752,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CSE","X","OP","EWS","Y",30816,45108
1753,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CSE","X","OP","UR","Y",31414,46789
1754,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CSE","X","OP","OBC","Y",42815,48022
1755,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CSE","X","F","UR","Y",39107,49553
1756,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","IT","X","OP","EWS","Y",46821,52051
1757,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","IT","X","OP","UR","Y",46927,53690
1758,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","IT","X","OP","OBC","Y",48252,55410
1759,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","IT","X","F","UR","Y",49719,57944
1760,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CSE","X","F","OBC","Y",42419,59324
1761,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","ET","X","OP","EWS","Y",50260,60180
1762,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","ET","X","OP","UR","AI",48018,61824
1763,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","ET","X","OP","OBC","Y",55537,63334
1764,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","IT","X","F","OBC","Y",59349,63842
1765,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CSE","X","OP","UR","AI",52853,64215
1766,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","ET","X","OP","UR","Y",52347,65574
1767,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","ET","X","F","OBC","Y",65044,66746
1768,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","ET","X","F","UR","Y",58499,68162
1769,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","EI","X","OP","OBC","Y",66132,68306
1770,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","EI","X","OP","UR","AI",62256,69036
1771,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","IT","X","OP","UR","AI",64245,70372
1772,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","EI","X","OP","EWS","Y",65691,71023
1773,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","EI","X","OP","UR","Y",62110,71911
1774,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","MECH","X","OP","UR","AI",74657,77295
1775,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CSE","X","OP","OBC","Y",63506,80433
1776,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","EI","X","F","UR","Y",69481,80565
1777,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","EI","X","F","OBC","Y",73570,82231
1778,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","EC","X","OP","UR","AI",61207,82680
1779,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CSE","X","OP","EWS","Y",69182,85517
1780,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","MECH","X","OP","EWS","Y",75990,86162
1781,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","MECH","X","OP","OBC","Y",79675,86702
1782,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CSE","X","F","OBC","Y",69578,87222
1783,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CSE","X","OP","UR","Y",60773,89161
1784,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","MECH","X","OP","UR","Y",72965,91074
1785,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","IT","X","OP","OBC","Y",89735,91798
1786,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CE","X","OP","UR","AI",89944,93700
1787,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","IT","X","OP","EWS","Y",91102,95999
1788,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","IT","X","OP","UR","Y",89722,96407
1789,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CSE","X","F","UR","Y",68660,96779
1790,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","ELECT ELEX","X","OP","UR","AI",88923,97873
1791,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","CSE","X","OP","UR","AI",70990,98380
1792,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","IT","X","F","UR","Y",99075,103879
1793,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","IT","X","F","OBC","Y",102597,104475
1794,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","MECH","X","OP","UR","AI",98450,105039
1795,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CE","X","OP","OBC","Y",99170,109961
1796,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","MECH","X","F","OBC","Y",91295,112047
1797,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSEIML","X","OP","UR","AI",82376,113270
1798,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSEDS","X","OP","UR","AI",86106,114164
1799,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CE","X","F","OBC","Y",114263,115769
1800,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CE","X","OP","EWS","Y",94714,115806
1801,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","EC","X","F","OBC","Y",103107,117606
1802,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","MECH","X","F","UR","Y",68058,118201
1803,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CE","X","OP","UR","Y",99631,120414
1804,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSBS","X","OP","UR","AI",78742,122582
1805,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","EC","X","OP","EWS","Y",47702,126351
1806,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","EC","X","OP","OBC","Y",100507,127566
1807,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","IT","X","OP","UR","AI",112204,133471
1808,"University Owned","UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)","CSE","X","OP","UR","AI",114884,135053
1809,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CE","X","OP","UR","AI",117098,135293
1810,"University Owned","Institute of Engineering Jiwaji University, Gwalior (1996)","CSE","X","OP","UR","AI",106880,136969
1811,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CE","X","F","UR","Y",112542,141129
1812,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","EC","X","OP","UR","Y",101823,146413
1813,"University Owned","University Institute of Technology, Jhabua (Constituent College of RGPV)* (2015)","CSE","X","OP","UR","AI",97894,149483
1814,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","EC","X","F","UR","Y",129937,153802
1815,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","ELECT ELEX","X","OP","OBC","Y",146848,160899
1816,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","ELECT ELEX","X","OP","EWS","Y",97801,162069
1817,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSBS","X","F","OBC","Y",120231,170733
1818,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","AUTO","X","OP","UR","AI",117497,174277
1819,"University Owned","Institute of Peoples Science and Technology, Chitrakoot, Satna (1991)","IT","X","OP","UR","AI",156768,176182
1820,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","ELECT ELEX","X","F","OBC","Y",159639,177704
1821,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","EC","X","OP","UR","AI",155975,178367
1822,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CSE","X","OP","SC","Y",107969,181956
1823,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","ELECT ELEX","X","F","UR","Y",143471,182696
1824,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","ELECT ELEX","X","OP","UR","Y",145664,183526
1825,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CSE","X","F","SC","Y",153762,185773
1826,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSEIML","X","F","OBC","Y",179671,185877
1827,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CSE","X","M","UR","N",188858,188858
1828,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","PCT","X","OP","UR","AI",177510,192352
1829,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSEIML","X","OP","EWS","Y",113962,198020
1830,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSEIML","X","OP","UR","Y",69413,201391
1831,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","CSE","X","OP","OBC","Y",99988,202242
1832,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","IT","X","OP","SC","Y",182197,203386
1833,"University Owned","Institute of Engineering Jiwaji University, Gwalior (1996)","EL","X","OP","UR","AI",159617,204646
1834,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSEDS","X","OP","EWS","Y",168214,208941
1835,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSEIML","X","OP","OBC","Y",80300,218489
1836,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSBS","X","OP","EWS","Y",178739,218824
1837,"University Owned","Institute of Engineering Jiwaji University, Gwalior (1996)","CSE","X","F","OBC","Y",217692,220807
1838,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSEDS","X","F","OBC","Y",125582,221558
1839,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","CSE","X","F","OBC","Y",181355,228373
1840,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","CE","X","OP","UR","AI",151032,228583
1841,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","IT","X","F","SC","Y",198718,231850
1842,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","EE","X","OP","UR","AI",178606,233978
1843,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","EC","X","OP","UR","AI",212781,235743
1844,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSEDS","X","OP","UR","Y",97598,239583
1845,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSEIML","X","F","UR","Y",130431,246536
1846,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","CE","X","F","OBC","Y",251058,251058
1847,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","ECS","X","OP","UR","AI",161072,251218
1848,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","MECH","X","OP","EWS","Y",167022,254646
1849,"University Owned","UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)","ELECT ELEX","X","OP","UR","AI",177083,258131
1850,"University Owned","Institute of Peoples Science and Technology, Chitrakoot, Satna (1991)","CERE","X","OP","SC","Y",258454,258454
1851,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSBS","X","OP","UR","Y",188771,261295
1852,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CE","X","OP","OBC","Y",160003,262614
1853,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSEDS","X","F","UR","Y",231362,268476
1854,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CSE","X","OP","SC","Y",159676,269451
1855,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","CSE","X","OP","EWS","Y",148623,271242
1856,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSEDS","X","OP","OBC","Y",101856,275525
1857,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSBS","X","OP","OBC","Y",107143,277372
1858,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","ET","X","OP","SC","Y",204696,279767
1859,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","MECH","X","OP","UR","AI",222322,280829
1860,"University Owned","UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)","CE","X","OP","UR","AI",234527,281754
1861,"University Owned","SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL","CSBS","X","F","UR","Y",211673,283413
1862,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CE","X","OP","EWS","Y",230569,287439
1863,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","ET","X","F","SC","Y",253203,288822
1864,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","MECH","X","OP","OBC","Y",146561,289983
1865,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","MECH","X","F","OBC","Y",210378,293290
1866,"University Owned","Institute of Engineering Jiwaji University, Gwalior (1996)","CHEM","X","OP","UR","AI",289154,295086
1867,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","CSE","X","OP","UR","Y",96111,295693
1868,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CSE","X","M","UR","N",308447,308447
1869,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","EI","X","F","SC","Y",281799,311106
1870,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","IT","X","OP","SC","Y",270244,311326
1871,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","CSE","X","F","UR","Y",250627,311547
1872,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CE","X","OP","UR","Y",81559,311818
1873,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","MECH","X","OP","UR","AI",272393,313812
1874,"University Owned","UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)","CSE","X","M","UR","N",315646,315646
1875,"University Owned","UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)","CSE","X","F","OBC","Y",310920,317550
1876,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CE","X","F","OBC","Y",296226,319560
1877,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CSE","X","F","SC","Y",202738,320276
1878,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","MECH","X","OP","UR","Y",226215,320488
1879,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","IT","X","F","OBC","Y",65760,325418
1880,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","CE","X","F","UR","Y",260416,338763
1881,"University Owned","UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)","MECH","X","OP","UR","AI",305268,340293
1882,"University Owned","University Institute of Technology, Jhabua (Constituent College of RGPV)* (2015)","MECH","X","OP","UR","AI",224357,342483
1883,"University Owned","Institute of Engineering Jiwaji University, Gwalior (1996)","CSE","X","OP","EWS","Y",180086,353757
1884,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","MECH","X","F","UR","Y",247283,354709
1885,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","ECS","X","OP","EWS","Y",359133,359133
1886,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","IT","X","F","SC","Y",322655,362770
1887,"University Owned","Institute of Engineering Jiwaji University, Gwalior (1996)","CSE","X","F","UR","Y",214617,367002
1888,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CSE","X","OP","ST","Y",245630,370183
1889,"University Owned","Institute of Engineering Jiwaji University, Gwalior (1996)","CSE","X","OP","OBC","Y",93572,370838
1890,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","EI","X","OP","SC","Y",281759,370950
1891,"University Owned","Institute of Peoples Science and Technology, Chitrakoot, Satna (1991)","FOOD","X","OP","SC","Y",380162,380162
1892,"University Owned","Institute of Engineering Jiwaji University, Gwalior (1996)","CSE","X","OP","UR","Y",171843,387390
1893,"University Owned","University Institute of Technology Barkatullah University, Bhopal (1997)","IT","X","OP","EWS","Y",278225,387590
1894,"University Owned","University Institute of Technology, Shahdol (Constituent College of RGPV)* (2015)","MECH","X","OP","UR","AI",358515,396235
1895,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CSE","X","F","ST","Y",318822,399031
1896,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","PCT","X","F","UR","Y",370565,401461
1897,"University Owned","School of Engineering and Technology, Vikram University, Ujjain (2011)","EC","X","OP","OBC","Y",354884,422074
1898,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","CE","X","OP","SC","Y",290387,428419
1899,"University Owned","Institute of Engineering and Technology, DAVV, Indore (1996)","IT","X","F","ST","Y",399832,433599
1900,"University Owned","University Institute of Technology RGPV, Bhopal (1986)","EC","X","F","SC","Y",372791,433727
